CODIGO,AREA,NOMBRE,geometry,CATEGORIA
2.0,143.045.521,COLORADOS,"POLYGON ((-73.13165241031153 7.179994897235057, -73.13154723113141 7.179946972415245, -73.13141223818126 7.179862545086814, -73.13134107096133 7.179796485262124, -73.13129182530872 7.179764156669153, -73.13128526320017 7.179759847146745, -73.13134240010106 7.179705904331357, -73.13137986572404 7.179657227419797, -73.1314452408516 7.179589623366462, -73.13149193733538 7.179517354883916, -73.13155612492423 7.179446991012624, -73.13156803302812 7.179078908920213, -73.13157631824697 7.17882276711714, -73.13142551221665 7.178819018523193, -73.13090971653611 7.17879054496676, -73.13073299959972 7.178314786213182, -73.13067059390688 7.178195283083724, -73.13056657097087 7.178091358278066, -73.13037410716964 7.178034182537447, -73.13025967263596 7.177977015916952, -73.13022326907173 7.177904272987436, -73.13020247528792 7.177810753711163, -73.13021290450655 7.177644503045463, -73.13025453766208 7.177535406302267, -73.13031745265968 7.177499512142304, -73.13031756867407 7.177499597138885, -73.13036501923349 7.177473071100058, -73.13036528168413 7.177473009334963, -73.13047822789959 7.17746789777193, -73.13052278885759 7.17747902997095, -73.13055605107832 7.177489735624072, -73.13060487036719 7.177511264094008, -73.13064988097381 7.177545854039377, -73.13067176239586 7.177569538947767, -73.13068323082726 7.177584671404488, -73.13070686593993 7.177615785111228, -73.13072905683255 7.177627666168215, -73.13078086805332 7.177641085015544, -73.13079110080106 7.177642930667576, -73.13079551952586 7.177644587859332, -73.13080027773204 7.177644586893513, -73.13082232501861 7.177648568129001, -73.13087460394175 7.177648673371696, -73.13097867020545 7.177716480662303, -73.13099538504967 7.177759869050078, -73.13101287352443 7.177829168615534, -73.13101751779614 7.177849068318987, -73.131021695961 7.17792855910381, -73.13102896992439 7.17799218121447, -73.13103329005098 7.178052842957881, -73.13104356339807 7.178098717998998, -73.1310627357648 7.178138698172002, -73.13110703559772 7.178202397912701, -73.13112892460653 7.178223667502138, -73.13115956047875 7.17829406486329, -73.13134683068701 7.178283701680843, -73.13153417999709 7.178280327181349, -73.13153362924902 7.178256535009036, -73.13154385840846 7.178256554685139, -73.13155282397902 7.178218112061413, -73.13155902402599 7.178084988472355, -73.13157999450648 7.177969648713406, -73.13160100025017 7.177839516429367, -73.13162174891349 7.177833644767939, -73.13162790800183 7.177808661633347, -73.13162810416162 7.177804678102518, -73.13205677073385 7.177768192490664, -73.13207768737688 7.178095559138235, -73.13227777549587 7.178148881916933, -73.13235209798603 7.178156503088744, -73.13242070084864 7.178148902150267, -73.1324988396179 7.178105135431337, -73.13255220551056 7.178061368514456, -73.1327256533213 7.177840610866544, -73.13269327125194 7.177754959513785, -73.13267041087848 7.177675020242612, -73.13267042136025 7.177600792175875, -73.13269331289519 7.177459951562963, -73.13269904384853 7.17733623579453, -73.1327332835953 7.17727184038584, -73.1328171554095 7.177127202466509, -73.13301081513296 7.176812043972351, -73.13325175128909 7.176384220004842, -73.13325328136193 7.176355290715858, -73.13324108982994 7.176330929099476, -73.13316334622685 7.1762700115562, -73.13316487763382 7.176219765617702, -73.13319232540218 7.1761740906807, -73.13323959039273 7.17615277897536, -73.13329599885783 7.176139084152273, -73.13340121736562 7.175951813584617, -73.13331739838615 7.175737111839614, -73.1337244676451 7.175597086064301, -73.13365008994064 7.175444970995308, -73.13354927868218 7.175209942996881, -73.13348954352624 7.175034606758577, -73.1334447432878 7.174870465624838, -73.13337009255719 7.174538455147853, -73.13329165555622 7.17453098366483, -73.13325000148595 7.174512366204969, -73.13336676541448 7.174466921122612, -73.1333496110916 7.174392809845781, -73.1333177829998 7.174242127087861, -73.13327371895673 7.174029691099569, -73.13326495093932 7.173992495271066, -73.13365256537254 7.17398084515927, -73.13386303670251 7.175079425705765, -73.13421402846109 7.17580689114204, -73.13438950955192 7.17627321130518, -73.13457622834729 7.176530631415655, -73.13468889967004 7.176836733590752, -73.13458646544315 7.176867648334476, -73.13443228766852 7.17699150494946, -73.13467981684676 7.177407217877848, -73.13476049090958 7.177552236726366, -73.13490564474367 7.177804696272137, -73.13498639331294 7.177922948706707, -73.13502465379501 7.177961168257767, -73.13510469267887 7.17804113172367, -73.1352552449957 7.178137846811916, -73.13536375475942 7.178193385743173, -73.13530811198945 7.178300072387426, -73.1353545304876 7.17833717006775, -73.13538237977667 7.178373648307405, -73.13540342142991 7.178411361142758, -73.13541579934331 7.17842743555473, -73.13539350620167 7.178500380403466, -73.13551480937339 7.178605492303975, -73.13553894484284 7.178657425293769, -73.13570173674239 7.17866733792956, -73.13570419592702 7.178786653551224, -73.13567299929728 7.17887050772116, -73.13565227781413 7.178863304843042, -73.13565141561639 7.178865395005827, -73.1356453996129 7.17886330391867, -73.13564516250946 7.178863871705369, -73.13564352549805 7.178863302011338, -73.1355396543569 7.179115233936158, -73.13548635916723 7.179090783520659, -73.1354853267152 7.179093464654986, -73.13547947930508 7.179090782593544, -73.13547919853097 7.179091513159954, -73.1354776057416 7.179090782341051, -73.13545717279111 7.179143945945002, -73.13547574100465 7.17915631077944, -73.13546087492296 7.179239767619016, -73.13544067130492 7.179296654354568, -73.13543805690468 7.179300140374814, -73.13541938531664 7.179324915493625, -73.13542267913928 7.179388028776952, -73.13542082996277 7.179395624825061, -73.13540598260377 7.179512086324465, -73.13530372305414 7.17957092367917, -73.13528944871388 7.179654031843654, -73.13522666276943 7.179647492058584, -73.13522488637281 7.179648028735041, -73.13521978676576 7.179647496646187, -73.1352192994312 7.179647641155995, -73.13521791099049 7.179647492529603, -73.13517979555884 7.179658873538203, -73.1351259430291 7.17967370457094, -73.13511732854683 7.179675751743752, -73.13504477075929 7.179686392500049, -73.13497511278392 7.179687189243576, -73.13487472131497 7.179668106490618, -73.1348047784652 7.179647076644298, -73.1348035466854 7.179648776069378, -73.13479790190961 7.179647077362796, -73.13479756370947 7.179647540290236, -73.1347960283441 7.179647075452053, -73.13471120795749 7.179763905379875, -73.13465556106233 7.179861880417109, -73.13461905691324 7.179843641226468, -73.13461417588999 7.179844637138898, -73.13461217925015 7.179843638631112, -73.13461084489767 7.179843909942155, -73.13461030347356 7.179843638374749, -73.13458835820839 7.179848107290736, -73.13453940558762 7.179816609015344, -73.13422918292524 7.179833872513132, -73.13398828393385 7.17985461188213, -73.13370753610347 7.179780144121645, -73.13361565238968 7.179771895522116, -73.13344398907061 7.179694361393314, -73.13344167320717 7.17969642817314, -73.13343710533177 7.179694362642238, -73.13343647704822 7.179694922647867, -73.13343523508125 7.179694360174584, -73.1333207774764 7.179796451127682, -73.13331239132501 7.179797399081174, -73.13310613813709 7.179920262412857, -73.13310131693417 7.179931980651396, -73.13305697945613 7.17995221504921, -73.13276076262096 7.179978759401725, -73.13274983142814 7.179976983775572, -73.13274709916257 7.179977659917286, -73.13274295542008 7.179976986670583, -73.132742203978 7.179977172526762, -73.13274108130079 7.17997698475136, -73.13233054304338 7.180078092839651, -73.13208624274999 7.180120921569978, -73.13211043385654 7.180264898175229, -73.13192257211216 7.180303058747674, -73.13186637016555 7.180309865658903, -73.13177366110985 7.180184621131447, -73.1317186570965 7.180071413218195, -73.13165241031153 7.179994897235057))",BARRIO
1.0,5.818.594,ROSALTA,"POLYGON ((-73.13089268091551 7.179270763557263, -73.13090971653611 7.17879054496676, -73.13142551221665 7.178819018523193, -73.13157631824697 7.17882276711714, -73.13156803302812 7.179078908920213, -73.13155612492423 7.179446991012624, -73.13149193733538 7.179517354883916, -73.1314452408516 7.179589623366462, -73.13137986572404 7.179657227419797, -73.13134240010106 7.179705904331357, -73.13128526320017 7.179759847146745, -73.13127486260602 7.179753019687903, -73.13126779592838 7.179695987951867, -73.13125895102598 7.179663623783132, -73.13125584653962 7.179659279993685, -73.13123839102602 7.179640320398763, -73.13123496146062 7.179629727799769, -73.13122630176817 7.179581261670744, -73.13122284412748 7.179543180361377, -73.13110080274626 7.179451260044108, -73.13108426969619 7.179426351449783, -73.13090582031569 7.179292638887467, -73.13089268091551 7.179270763557263))",BARRIO
176.0,25.655.904,EL ROSAL,"POLYGON ((-73.13582520168175 7.178425248568996, -73.13576035568659 7.178360457789887, -73.1356792960931 7.178317820785133, -73.13567851932973 7.178317336186423, -73.13559822937532 7.178274863711923, -73.13559468855182 7.178273300493016, -73.1355589415062 7.178254488693515, -73.13555063004625 7.178250822413574, -73.13538682740477 7.178165929393615, -73.13538536232217 7.178168737387118, -73.13537994755653 7.17816592846513, -73.13537954743586 7.178166695435256, -73.13537807565405 7.178165930419748, -73.13536375475942 7.178193385743173, -73.1352552449957 7.178137846811916, -73.13510469267887 7.17804113172367, -73.13502465379501 7.177961168257767, -73.13498639331294 7.177922948706707, -73.13490564474367 7.177804696272137, -73.13476049090958 7.177552236726366, -73.13467981684676 7.177407217877848, -73.13443228766852 7.17699150494946, -73.13458646544315 7.176867648334476, -73.13468889967004 7.176836733590752, -73.13491992491581 7.177103227041587, -73.13500566135387 7.177234086388542, -73.13506760642659 7.177193132393366, -73.13507077602925 7.177198208426256, -73.13507695559625 7.177208092839591, -73.13541812849057 7.176998985283952, -73.13542878307632 7.176998840489483, -73.13544210296698 7.176998652460616, -73.135512370196 7.177000123136452, -73.13557531768096 7.177014754179177, -73.1356411889718 7.177058624126095, -73.13571437675533 7.177125897008207, -73.13582269620974 7.177210708538746, -73.13595443484397 7.17729991507856, -73.1362076800367 7.177447625850837, -73.13626477088532 7.177479795489449, -73.13630135778543 7.177510503394164, -73.13633112085104 7.17751900034929, -73.13635259549613 7.177525134981148, -73.13635699553879 7.17749296966232, -73.13640677158399 7.177443261516978, -73.13644528814882 7.177426022378711, -73.1364492316375 7.177424257642502, -73.13661130742565 7.177439822660439, -73.13663221961212 7.177441826862458, -73.13663334418004 7.177440221226738, -73.13664737885772 7.177424653043356, -73.13666526436869 7.177397711338052, -73.13667044222329 7.177387130951414, -73.13667614574618 7.177378963725321, -73.13668282160909 7.177363018229951, -73.13669376275364 7.17734353284673, -73.13673013915864 7.177286625008142, -73.13675075378671 7.17725332784334, -73.13678258341068 7.177226997729673, -73.13682229132 7.17720430125666, -73.13685108817923 7.177194999778853, -73.13688840629375 7.177198859680019, -73.13693689813554 7.177225200926782, -73.13695780646654 7.177256385693091, -73.13696780295219 7.177290290580051, -73.1369756803422 7.177317533665937, -73.13697840467924 7.177347503148678, -73.13697969457276 7.177353318354796, -73.13699428398124 7.177488500834095, -73.13701369767102 7.177554158447295, -73.13705253417643 7.177607881727761, -73.13710034100022 7.177621315340388, -73.13716494723556 7.177610861934065, -73.1372138725979 7.177613922093429, -73.13725842750009 7.177617864581194, -73.13730388898813 7.177626647160908, -73.13735844144567 7.177656625071013, -73.13740905377155 7.177688112228785, -73.13753846709329 7.177775010869904, -73.13762211009451 7.177831931088155, -73.13767484476426 7.177866749253828, -73.13772879192308 7.177899448597644, -73.13775121878675 7.177908229797219, -73.13777970939891 7.177913079541955, -73.13781213967837 7.17791580695981, -73.13781308337423 7.177915729276121, -73.13781401378986 7.17791580554736, -73.13781746811486 7.17791551849912, -73.13782089363444 7.177915808094787, -73.13786453901953 7.177912181146654, -73.13790542175387 7.177905098365236, -73.1378831550241 7.178003404804445, -73.13785383251874 7.178060872636928, -73.13779560534044 7.178081116733713, -73.13775909195375 7.178078781125861, -73.13775053015347 7.178079659057423, -73.13760683932006 7.17809435731513, -73.13742140215111 7.178111879793215, -73.13741144276902 7.178110706987993, -73.13738821839108 7.178107978536786, -73.13736934468822 7.178010788040647, -73.13735244489818 7.178016432565285, -73.1373524947885 7.178010959109463, -73.13728927181748 7.178035323450596, -73.13723616400928 7.178048373569639, -73.13723478992962 7.178048288410088, -73.13715316729505 7.178043102786697, -73.13712733190748 7.178030870605886, -73.13707631756738 7.177997630797176, -73.13707467866412 7.1779988511989, -73.1370720213618 7.177996818511958, -73.13706161917398 7.178005934249254, -73.13704148285832 7.178023577575074, -73.13700643043548 7.178049684900092, -73.13694683895855 7.177982842773596, -73.1370115231033 7.177926625648242, -73.13695102294804 7.177858387308316, -73.13694410809885 7.177864071758365, -73.13682789627916 7.177753888609942, -73.13672250627214 7.177900101517071, -73.136682831572 7.177875976402153, -73.13671289575035 7.177809621747298, -73.13663393403586 7.177771188921022, -73.13662887429605 7.177753477167482, -73.13669876503835 7.177644926549924, -73.1366477457307 7.177620547201633, -73.13656123436665 7.177596164806024, -73.13647139363187 7.177583967704293, -73.13637157418836 7.177570660661782, -73.13628616797057 7.177566218782187, -73.13619299667894 7.177575068546851, -73.13620562887377 7.1775985080594, -73.13619869491077 7.17759833717674, -73.13619881809755 7.177598507152456, -73.13619181120339 7.177598336259979, -73.13619184766249 7.177598384824638, -73.13618994096103 7.177598336010884, -73.13643405907315 7.177919573345396, -73.1363191114386 7.177984032807173, -73.13646236510623 7.178194774879364, -73.13654265367674 7.17830643940261, -73.13647276656324 7.178370016994692, -73.13646302600549 7.178360280566539, -73.13645762759745 7.178354885849949, -73.1364333606965 7.178322559461304, -73.13642903183553 7.178326317857052, -73.13642485928442 7.178322147782268, -73.13642384310508 7.178323004617562, -73.136422983514 7.178322147533366, -73.13635797510508 7.178376961262801, -73.13635434701425 7.178375153031868, -73.13635054800415 7.178378947917097, -73.13634291981963 7.178372413403048, -73.136331954857 7.178363022246215, -73.13633111105653 7.178363908350452, -73.1363300796387 7.178363023652454, -73.13612536144866 7.178578436923389, -73.13612818497884 7.178626508191692, -73.13612607858977 7.178632292045251, -73.13612242295299 7.178634013223423, -73.13602015578078 7.17866940408318, -73.13596807558692 7.178591359316711, -73.1359448584776 7.178563151797104, -73.13590837740119 7.17850921573984, -73.13582966379926 7.178429003170589, -73.13582520168175 7.178425248568996))",BARRIO
185.0,17.669.668,CAFE MADRID,"POLYGON ((-73.14401397753231 7.166344552560873, -73.14412153718904 7.166212386259558, -73.1441283711205 7.166216126709425, -73.14401656105217 7.166344108096554, -73.14401397753231 7.166344552560873))",BARRIO
